"1;08BM55;;;420;1;0:15:34;80;1"
"2;07UV5L;;;445;2;0:16:20;70;1"
"3;08BAA1;;;463;3;0:17:59;63;1"
"4;07MSBN;;;464;4;0:18:45;58;1"
"5;07INAC;;;396;5;0:18:48;55;1"
"6;07VAB8;;;446;6;0:18:54;52;1"
"7;07RVAN;;;443;7;0:19:02;49;1"
"8;07GV4U;;;427;8;0:19:31;46;1"
"9;07BA95;;;416;9;0:19:43;43;1"
"10;07btca;;;452;10;0:20:45;40;1"
"11;08ST7N;;;410;11;0:21:04;38;1"
"12;08IV2I;;;395;12;0:22:41;36;1"
"13;07ER6M;;;407;13;0:23:16;34;1"
"14;08RNBD;;;444;14;0:29:22;32;1"
"15;08pr4p;;;455;15;0:29:38;30;1"
"16;08SD6I;;;404;16;0:34:58;28;1"
"17;09cb63;;;453;17;0:40:47;26;1"
"18;07BR2O;;;417;18;DNS;1;0"
"19;07FT25;;;426;18;DNS;1;0"
"20;07ISBE;;;430;18;DNS;1;0"
"21;07IR2S;;;431;18;DNS;1;0"
"22;08MS2A;;;434;18;DNS;1;0"
"23;08MA2G;;;436;18;DNS;1;0"
"24;08PI4G;;;461;1;0:16:30;80;1"
"25;07VMB8;;;415;2;0:18:51;70;1"
"26;07PLC7;;;440;3;0:25:55;63;1"
"27;09SM8S;;;450;4;0:26:35;58;1"
"28;08CB9K;;;423;5;0:34:23;55;1"
"29;07CD1K;;;421;6;DNS;1;0"
"30;06PHB8;;;460;1;0:12:55;80;1"
"31;06SR3X;;;403;2;0:14:11;70;1"
"32;06BV4M;;;392;3;0:15:12;63;1"
"33;05pm3f;;;456;4;0:16:17;58;1"
"34;06SGB8;;;408;5;0:17:14;55;1"
"35;06mvbu;;;458;6;0:18:31;52;1"
"36;06MR8P;;;439;7;0:18:54;49;1"
"37;06GN8K;;;428;8;0:19:12;46;1"
"38;06CS5X;;;393;9;0:20:27;43;1"
"39;05PTB5;;;459;10;0:25:04;40;1"
"40;05AVB8;;;391;11;DNS;1;0"
"41;05NM8D;;;398;11;DNS;1;0"
"42;06pv1v;;;447;11;DNS;1;0"
"43;06BS73;;;419;1;0:17:57;80;1"
"44;05IM8P;;;432;2;0:19:54;70;1"
"45;06CB4P;;;422;3;0:22:35;63;1"
"46;05TG6L;;;411;4;0:23:39;58;1"
"47;06SMAI;;;401;5;DNS;1;0"
"48;03TD6B;;;412;1;0:11:31;80;1"
"49;04TAC4;;;413;2;0:12:13;70;1"
"50;03DR8U;;;394;3;0:12:42;63;1"
"51;03MCB2;;;397;4;0:13:47;58;1"
"52;04TP2J;;;405;5;0:13:49;55;1"
"53;04MRCA;;;438;6;0:14:20;52;1"
"54;03RT9F;;;400;7;0:14:46;49;1"
"55;03MI61;;;437;8;0:14:50;46;1"
"56;03RAC8;;;442;9;0:15:30;43;1"
"57;03MSA8;;;435;10;0:16:04;40;1"
"58;04cm95;;;454;11;0:17:58;38;1"
"59;03PA62;;;399;12;0:19:23;36;1"
"60;05GD7R;;;414;13;0:24:06;34;1"
"61;04CABO;;;424;1;0:17:06;80;1"
"62;04za76;;;457;2;0:22:40;70;1"
"63;03IM5F;;;429;3;DNS;1;0"
"64;04pm8a;;;448;3;DNS;1;0"
"65;01DVA3;;;462;1;0:14:42;80;1"
"66;02SM17;;;409;2;0:16:16;70;1"
"67;02PD71;;;418;3;0:17:02;63;1"
"68;02BA4F;;;451;4;0:18:09;58;1"
"69;02mb1m;;;449;5;0:18:12;55;1"
"71;02SDAE;;;402;1;0:13:47;80;1"
"72;88PI6J;;;777;1;0:53:51;100;2"
"73;97SR69;;;929;2;0:54:16;85;2"
"74;81PV51;;;873;3;0:54:29;76;2"
"75;73RC44;;;924;4;0:54:56;70;2"
"76;85PCAF;;;921;5;0:56:04;65;2"
"77;82AB14;;;875;6;0:57:43;60;2"
"78;96MI3A;;;906;7;0:58:00;56;2"
"79;68SA3H;;;928;8;1:00:47;52;2"
"80;81PICE;;;922;9;1:02:10;48;2"
"81;71IM9M;;;903;10;1:03:22;45;2"
"82;01BD1I;;;776;11;1:07:06;42;2"
"83;77CRBB;;;889;12;1:07:22;39;2"
"84;65NF3X;;;913;13;1:08:16;37;2"
"85;00NB3H;;;912;14;1:08:22;35;2"
"86;57kp41;;;947;15;1:08:22;33;2"
"87;84dv2d;;;942;16;1:09:56;31;2"
"88;68GDB2;;;896;17;1:11:54;29;2"
"89;75CAAP;;;888;18;1:11:55;27;2"
"90;70IA6I;;;902;19;1:18:16;25;2"
"91;61AM99;;;876;20;1:22:47;23;2"
"92;98GA99;;;897;21;1:24:50;22;2"
"93;77RD5F;;;927;22;1:26:05;21;2"
"94;80MD95;;;778;23;1:29:28;20;2"
"95;83IS49;;;779;24;1:31:18;19;2"
"96;78SV9H;;;931;25;1:33:46;18;2"
"97;50HAA8;;;899;26;1:36:56;17;2"
"98;85BM5K;;;881;27;1:37:54;16;2"
"99;72EH91;;;894;28;1:39:14;15;2"
"100;85NM43;;;914;29;1:39:22;14;2"
"101;83ttbk;;;943;30;1:41:49;13;2"
"102;76PM4B;;;916;31;1:42:59;12;2"
"103;82BC4J;;;884;32;1:44:13;11;2"
"104;57MS6B;;;872;33;1:45:25;10;2"
"105;68BJ5M;;;880;34;1:46:07;9;2"
"106;73MR5L;;;908;35;1:55:00;8;2"
"107;77PD7J;;;923;36;1:56:28;7;2"
"108;00PT8I;;;918;37;2:39:24;7;2"
"109;81cd91;;;950;38;0:41:56;6;1"
"110;85BD1I;;;882;39;0:46:23;6;1"
"111;86PA3D;;;920;40;0:46:24;5;1"
"112;70FF53;;;895;41;0:46:28;5;1"
"113;85TP41;;;939;42;0:46:38;5;1"
"114;77GSAR;;;898;43;0:53:23;5;1"
"115;83SAC8;;;932;44;0:53:46;5;1"
"116;78PCC2;;;917;45;0:55:01;4;1"
"117;40SN8F;;;934;46;1:17:27;4;1"
"118;73UA45;;;940;47;1:27:58;4;1"
"119;77PS3S;;;874;48;DNS;1;0"
"120;83AC7U;;;877;48;DNS;1;0"
"121;81BI96;;;879;48;DNS;1;0"
"122;78BC3S;;;883;48;DNS;1;0"
"123;74CS5H;;;885;48;DNS;1;0"
"124;75CC6O;;;886;48;DNS;1;0"
"125;67CL7I;;;887;48;DNS;1;0"
"126;69CD58;;;890;48;DNS;1;0"
"127;75DN6O;;;891;48;DNS;1;0"
"128;68DG64;;;893;48;DNS;1;0"
"129;83MI58;;;909;48;DNS;1;0"
"130;79MC9G;;;910;48;DNS;1;0"
"131;70NV1C;;;911;48;DNS;1;0"
"132;89PCAL;;;919;48;DNS;1;0"
"133;65RI95;;;925;48;DNS;1;0"
"134;73RTAM;;;926;48;DNS;1;0"
